PID,Lot_Area,House_Style,Overall_Qual,Overall_Cond,Year_Built,Heating_QC,Central_Air,Gr_Liv_Area,Bedroom_AbvGr,Fireplaces,Garage_Area,Mo_Sold,Yr_Sold,SalePrice,Basement_Area,Full_Bathroom,Half_Bathroom,Total_Bathroom,Deck_Porch_Area,Age_Sold,Season_Sold,Garage_Type_2,Foundation_2,Masonry_Veneer,Lot_Shape_2,House_Style2,Overall_Qual2,Overall_Cond2,Log_Price,Bonus,score
0903235100,6324,1Story,4,6,1927,Fa,N,520,1,0,240,5,2008,68500,520,1,0,1,49,81,2,Detached,Brick/Tile/Stone,N,Irregular,1Story,4,6,11.134589024,0,
0903458110,7920,1.5Fin,6,7,1920,TA,Y,1406,3,0,0,3,2008,89500,319,1,0,1,144,88,2,NA,Cinder Block,N,Irregular,1.5Fin,6,6,11.401993904,0,
0903481100,10320,2Story,3,3,1915,Ex,N,1344,3,0,0,5,2008,82375,536,2,0,2,42,93,2,NA,Concrete/Slab,N,Regular,2Story,4,4,11.319037272,0,
0903484020,10320,1.5Fin,6,7,1906,Ex,Y,1469,3,0,216,6,2008,135000,756,1,0,1,57,102,3,Detached,Cinder Block,N,Regular,1.5Fin,6,6,11.813030057,0,
0904351280,10106,1.5Fin,5,7,1940,Gd,Y,1355,4,0,0,9,2008,127500,644,3,0,3,140,68,4,NA,Brick/Tile/Stone,N,Regular,1.5Fin,5,6,11.755871644,0,
0905102170,11200,1Story,5,5,1965,Ex,Y,1040,3,0,384,2,2008,129500,1040,2,0,2,0,43,1,Detached,Cinder Block,N,Regular,1Story,5,5,11.77143616,0,
0905202230,13500,1Story,6,7,1960,Gd,Y,1252,1,1,564,3,2008,235000,1602,2,0,2,409,48,2,Attached,Cinder Block,N,Regular,1Story,6,6,12.367340793,1,
0905402090,11512,SLvl,6,7,1959,Gd,Y,1357,2,1,312,5,2008,177000,1019,2,0,2,163,49,2,Attached,Cinder Block,Y,Irregular,SLvl,6,6,12.083905012,1,
0905403150,10452,1Story,6,5,1953,Ex,Y,1094,3,2,495,6,2008,155000,1094,1,0,1,287,55,3,Attached,Cinder Block,Y,Irregular,1Story,6,5,11.951180396,0,
0905452070,9350,SFoyer,5,5,1975,Fa,N,864,2,0,0,4,2008,99600,864,2,0,2,0,33,2,NA,Concrete/Slab,N,Regular,SFoyer,5,5,11.508917444,0,
0905476120,8405,1.5Fin,5,8,1900,Ex,Y,1367,4,0,384,4,2008,119000,861,2,0,2,130,108,2,Detached,Brick/Tile/Stone,N,Regular,1.5Fin,5,6,11.686878772,0,
0905477050,7000,2Story,5,7,1910,TA,Y,1347,3,0,0,1,2008,107500,1117,2,0,2,85,98,1,NA,Cinder Block,N,Regular,2Story,5,6,11.585246127,0,
0905479110,10880,1Story,5,5,1950,TA,N,1164,3,0,240,8,2008,125000,1164,2,0,2,48,58,3,Detached,Cinder Block,N,Regular,1Story,5,5,11.736069016,0,
0905480150,9600,1.5Fin,6,5,1924,Fa,N,1096,2,0,0,4,2008,79000,572,1,0,1,8,84,2,NA,Brick/Tile/Stone,N,Regular,1.5Fin,6,5,11.277203131,0,
0907126030,9750,1Story,5,7,1994,Ex,Y,990,3,0,528,8,2008,155000,990,2,0,2,168,14,3,Detached,Concrete/Slab,N,Regular,1Story,5,6,11.951180396,0,
0907203090,7990,1Story,5,6,1975,TA,Y,924,3,0,280,4,2008,110000,924,1,0,1,0,33,2,Detached,Cinder Block,N,Irregular,1Story,5,6,11.608235645,0,
0907425015,4426,1Story,6,5,2004,Ex,Y,848,1,1,420,5,2008,141000,848,2,0,2,149,4,2,Attached,Concrete/Slab,Y,Regular,1Story,6,5,11.856515169,0,
0908128050,10012,SFoyer,4,5,1972,TA,Y,1181,3,0,588,4,2008,137500,1138,3,0,3,0,36,2,Detached,Cinder Block,N,Regular,SFoyer,4,5,11.831379196,0,
0908225170,6931,1Story,4,5,1955,TA,N,784,2,0,0,5,2008,91900,784,2,0,2,112,53,2,NA,Cinder Block,N,Regular,1Story,4,5,11.428456308,0,
0908275130,11767,1.5Fin,5,6,1946,Ex,Y,1200,3,0,240,5,2008,130500,768,1,0,1,0,62,2,Detached,Cinder Block,N,Regular,1.5Fin,5,6,11.779128506,0,
0909131170,12155,2Story,6,8,1925,TA,N,1482,4,0,400,3,2008,140000,672,2,0,2,0,83,2,Detached,Brick/Tile/Stone,N,Irregular,2Story,6,6,11.849397702,0,
0909177120,7290,1Story,7,8,1921,Ex,Y,1424,2,1,312,4,2008,168000,1228,2,0,2,0,87,2,Attached,Brick/Tile/Stone,Y,Regular,1Story,6,6,12.031719258,0,
0909251080,8969,2Story,6,6,1926,Ex,Y,1316,2,1,369,7,2008,145000,644,2,0,2,192,82,3,Detached,Brick/Tile/Stone,N,Regular,2Story,6,6,11.884489021,0,
0909281030,7801,1Story,6,5,1951,Fa,N,1091,2,1,344,5,2008,104000,1091,1,1,1.1,392,57,2,Attached,Concrete/Slab,Y,Irregular,1Story,6,5,11.552146178,0,
0910200080,7000,1Story,6,8,1926,TA,Y,919,2,0,195,7,2008,126000,894,2,0,2,0,82,3,Detached,Brick/Tile/Stone,N,Regular,1Story,6,6,11.744037186,0,
0914476010,10125,1Story,6,6,1977,TA,Y,1279,3,2,473,2,2008,171500,1196,2,1,2.1,321,31,1,Detached,Cinder Block,N,Regular,1Story,6,6,12.052338546,0,
0923203140,4500,1Story,6,5,1997,Ex,Y,1189,2,0,392,4,2008,160500,1189,3,0,3,122,11,2,Attached,Concrete/Slab,Y,Regular,1Story,6,5,11.986049222,0,
0923204040,14137,SFoyer,4,5,1964,Gd,Y,1200,3,0,850,11,2008,173000,1200,2,0,2,290,44,4,,Cinder Block,Y,Regular,SFoyer,4,5,12.061046873,0,
0923225370,1596,SLvl,4,6,1973,TA,Y,988,1,1,297,7,2008,94900,462,2,0,2,221,35,3,Attached,Cinder Block,N,Regular,SLvl,4,6,11.460578985,0,
0527110130,8872,SLvl,6,5,1997,Gd,Y,1384,3,1,390,3,2007,161500,384,2,1,2.1,0,10,2,Attached,Concrete/Slab,N,Irregular,SLvl,6,5,11.992260422,0,
0527182040,3696,1Story,8,5,1986,Ex,Y,1088,2,0,461,10,2007,170000,1074,1,1,1.1,74,21,4,Attached,Cinder Block,N,Regular,1Story,6,5,12.043553716,0,
0527354050,10400,1Story,6,5,1979,Ex,Y,1353,2,1,478,8,2007,192350,1259,3,0,3,381,28,3,Attached,Cinder Block,Y,Regular,1Story,6,5,12.167071908,1,
0527450030,2205,2Story,6,6,1973,TA,Y,1092,3,0,264,2,2007,113500,525,1,1,1.1,144,34,1,Detached,Cinder Block,Y,Regular,2Story,6,6,11.639558116,0,
0528174040,6289,1Story,6,5,2005,Ex,Y,1362,2,1,460,6,2007,207000,1362,3,0,3,220,2,3,Attached,Concrete/Slab,Y,Irregular,1Story,6,5,12.240474072,1,
0528250010,11950,SLvl,7,5,2003,Ex,Y,1394,3,1,400,10,2007,165500,384,2,1,2.1,100,4,4,Attached,Concrete/Slab,,Irregular,SLvl,6,5,12.016726474,0,
0528290060,7750,2Story,7,5,2003,Ex,Y,1320,3,0,400,8,2007,162000,660,2,1,2.1,48,4,3,Attached,Concrete/Slab,N,Regular,2Story,6,5,11.995351614,0,
0531385130,16196,1Story,7,5,1998,Ex,Y,1494,3,1,514,8,2007,215000,1482,3,0,3,427,9,3,Attached,Concrete/Slab,N,,1Story,6,5,12.278393307,1,
0532353120,6285,1Story,5,5,1977,TA,Y,894,2,0,308,3,2007,120750,894,2,0,2,192,30,2,Detached,Cinder Block,N,Regular,1Story,5,5,11.701477572,0,
0532377050,7476,1Story,5,7,1968,TA,Y,1040,3,0,686,6,2007,145000,1040,2,1,2.1,188,39,3,Detached,Cinder Block,N,Regular,1Story,5,6,11.884489021,0,
0533252130,10768,1Story,5,8,1976,TA,Y,1437,3,1,528,7,2007,218000,1437,3,0,3,201,31,3,Attached,Cinder Block,N,Irregular,1Story,5,6,12.292250342,1,
0533253180,3840,1Story,8,6,1978,TA,Y,1295,1,2,571,7,2007,213750,1057,2,0,2,222,29,3,Attached,Cinder Block,N,Irregular,1Story,6,6,12.272562387,1,
0534178010,10800,1Story,6,5,1963,TA,Y,1052,3,0,311,2,2007,127000,1052,2,0,2,133,44,1,Attached,Cinder Block,Y,Regular,1Story,6,5,11.751942365,0,
0534202030,10355,1Story,5,5,1967,TA,Y,1214,3,1,318,7,2007,143000,1214,2,0,2,111,40,3,Attached,Cinder Block,Y,Irregular,1Story,5,5,11.870599909,0,
0534403040,9350,SLvl,6,7,1964,Ex,Y,1302,3,0,309,10,2007,158000,1302,2,1,2.1,333,43,4,Attached,Cinder Block,Y,Regular,SLvl,6,6,11.970350312,0,
0534430090,8280,1Story,6,5,1950,Ex,Y,932,2,1,306,11,2007,124000,932,1,0,1,0,57,4,Attached,Cinder Block,N,Irregular,1Story,6,5,11.728036845,0,
0534450090,5000,1Story,1,3,1946,Fa,N,334,1,0,0,1,2007,39300,0,1,0,1,0,61,1,NA,Concrete/Slab,N,Regular,1Story,4,4,10.578979798,0,
0534451020,3500,1.5Fin,3,5,1945,TA,N,670,2,0,0,7,2007,64000,370,2,0,2,21,62,3,NA,Cinder Block,N,Regular,1.5Fin,4,5,11.066638362,0,
0535106140,10150,1Story,5,5,1958,Ex,Y,912,2,0,275,7,2007,114500,912,1,0,1,0,49,3,Attached,Cinder Block,N,Regular,1Story,5,5,11.648330102,0,
0535155110,9250,1Story,5,7,1954,TA,Y,1056,3,0,260,7,2007,139400,1056,1,1,1.1,390,53,3,Attached,Cinder Block,N,Regular,1Story,5,6,11.845102777,0,
0535179120,9770,1Story,5,5,1957,TA,Y,922,2,0,308,4,2007,116000,922,2,0,2,34,50,2,Attached,Cinder Block,N,Regular,1Story,5,5,11.66134547,0,
0535403030,8300,1Story,6,6,1968,Gd,Y,952,3,0,288,8,2007,128500,952,2,0,2,0,39,3,Attached,Cinder Block,Y,Irregular,1Story,6,6,11.763684183,0,
0535451040,7200,1Story,5,7,1950,TA,Y,988,3,0,276,5,2007,119000,876,1,0,1,80,57,2,Attached,Cinder Block,N,Regular,1Story,5,6,11.686878772,0,
0535457050,7000,1Story,5,6,1961,Gd,Y,925,3,0,300,7,2007,99000,0,1,0,1,0,46,3,Attached,Concrete/Slab,N,Regular,1Story,5,6,11.502875129,0,
0535477180,6600,1Story,5,5,1962,Gd,Y,864,2,0,294,12,2007,125500,864,1,0,1,58,45,1,Detached,Cinder Block,N,Regular,1Story,5,5,11.740061038,0,
0902110010,3153,1Story,5,6,1920,Gd,Y,967,2,1,180,7,2007,99900,967,1,0,1,0,87,3,Detached,Brick/Tile/Stone,N,Regular,1Story,5,6,11.511924965,0,
0902128160,7200,1Story,5,8,1940,Ex,Y,1072,2,2,379,5,2007,130000,808,1,0,1,0,67,2,Detached,Cinder Block,Y,Regular,1Story,5,6,11.775289729,0,
0902205130,6000,1Story,4,4,1920,Gd,Y,960,2,0,308,7,2007,108500,960,1,0,1,0,87,3,Detached,Concrete/Slab,N,Regular,1Story,4,4,11.594505452,0,
0902207010,3880,1Story,5,9,1945,Gd,Y,866,2,0,0,8,2007,110500,686,1,0,1,100,62,3,NA,Cinder Block,N,Regular,1Story,5,6,11.6127708,0,
0902207150,8520,1Story,5,6,1923,TA,Y,968,2,0,480,7,2007,100000,968,1,0,1,0,84,3,Detached,Cinder Block,N,Regular,1Story,5,6,11.512925465,0,
0902301030,9600,1.5Fin,5,8,1925,Gd,Y,1472,3,0,250,7,2007,125000,702,1,0,1,0,82,3,Detached,Concrete/Slab,N,Regular,1.5Fin,5,6,11.736069016,0,
0902301130,4571,2Story,5,7,1910,Ex,Y,1232,3,0,480,6,2007,114000,616,1,0,1,280,97,3,Detached,Brick/Tile/Stone,N,Regular,2Story,5,6,11.643953727,0,
0903204030,8674,1.5Fin,5,6,1950,TA,Y,1435,3,0,308,3,2007,128250,910,2,0,2,33,57,2,Detached,Cinder Block,N,Regular,1.5Fin,5,6,11.761736763,0,
0903227140,6000,2Story,6,6,1939,Ex,Y,1232,3,2,217,2,2007,128000,600,1,1,1.1,0,68,1,Attached,Cinder Block,N,Regular,2Story,6,6,11.759785543,0,
0903228080,6000,1.5Fin,6,6,1941,Ex,Y,1218,3,1,440,3,2007,131000,735,1,1,1.1,0,66,2,Detached,Brick/Tile/Stone,N,Regular,1.5Fin,6,6,11.782952602,0,
0903234160,6180,1Story,6,5,1926,TA,N,986,2,1,180,5,2007,102000,960,1,0,1,128,81,2,Detached,Brick/Tile/Stone,N,Regular,1Story,6,5,11.532728092,0,
0903426010,5700,2Story,7,6,1929,Gd,N,1344,3,1,456,9,2007,140000,672,2,1,2.1,0,78,4,Attached,Brick/Tile/Stone,N,Irregular,2Story,6,6,11.849397702,0,
0903451110,7449,1.5Unf,7,7,1930,Ex,Y,1108,3,1,280,6,2007,139400,637,1,0,1,0,77,3,Attached,Concrete/Slab,N,Regular,1Story,6,6,11.845102777,0,
0903458020,7200,2.5Unf,5,7,1920,TA,N,1111,3,0,288,3,2007,101000,530,1,0,1,0,87,2,Detached,Brick/Tile/Stone,N,Regular,2Story,5,6,11.522875796,0,
0903475040,12358,1.5Fin,5,6,1941,TA,Y,1382,2,0,660,5,2007,128500,720,1,1,1.1,237,66,2,Detached,Cinder Block,N,Irregular,1.5Fin,5,6,11.763684183,0,
0903476100,4388,1.5Unf,5,7,1930,Ex,Y,840,3,1,0,6,2007,87000,672,1,0,1,0,77,3,NA,Brick/Tile/Stone,N,Irregular,1Story,5,6,11.373663398,0,
0905101200,7943,1Story,4,5,1961,Gd,Y,1029,3,0,261,4,2007,118500,1029,2,0,2,64,46,2,Attached,Cinder Block,Y,Regular,1Story,4,5,11.68266824,0,
0905102010,14149,SLvl,5,8,1964,TA,Y,1020,3,1,528,5,2007,165000,980,2,1,2.1,0,43,2,Detached,Cinder Block,Y,Irregular,SLvl,5,6,12.013700753,0,
0905104240,8425,1Story,5,6,1971,Gd,Y,868,2,0,576,5,2007,119900,768,2,0,2,138,36,2,Detached,Cinder Block,N,Regular,1Story,5,6,11.694413341,0,
0905226050,25339,1Story,5,7,1918,Ex,Y,1416,3,0,576,8,2007,112000,816,2,0,2,0,89,3,Attached,Brick/Tile/Stone,N,Regular,1Story,5,6,11.62625415,0,
0905475520,11515,1Story,4,5,1958,TA,N,943,3,0,308,8,2007,80000,0,1,0,1,0,49,3,Detached,Concrete/Slab,N,Irregular,1Story,4,5,11.289781914,0,
0905478220,11100,1.5Fin,5,6,1951,TA,N,1480,4,1,253,7,2007,136500,1080,2,0,2,0,56,3,Attached,Concrete/Slab,N,Regular,1.5Fin,5,6,11.824079894,0,
0906201022,10357,1Story,7,5,1990,Gd,Y,1442,3,1,719,5,2007,179900,910,3,0,3,244,17,2,Attached,Concrete/Slab,N,Irregular,1Story,6,5,12.10015642,1,
0906382060,8760,1Story,8,5,2006,Ex,Y,1500,3,1,674,6,2007,212999,1489,2,0,2,182,1,3,Attached,Concrete/Slab,Y,Regular,1Story,6,5,12.26904275,1,
0906394050,9317,1Story,6,5,2006,Gd,Y,1314,3,1,440,3,2007,176432,1314,2,0,2,22,1,2,Attached,Concrete/Slab,N,Irregular,1Story,6,5,12.080690812,1,
0907200190,8660,SLvl,5,5,1976,TA,Y,1025,3,1,370,7,2007,153500,1015,2,0,2,127,31,3,Detached,Cinder Block,Y,Irregular,SLvl,5,5,11.941455846,0,
0907200250,9720,SLvl,5,7,1977,TA,Y,1009,3,1,576,6,2007,160000,995,2,0,2,0,30,3,Detached,Cinder Block,Y,Regular,SLvl,5,6,11.982929094,0,
0907290140,4435,1Story,6,5,2003,Ex,Y,848,1,0,420,11,2007,131500,848,2,0,2,140,4,4,Attached,Concrete/Slab,Y,Regular,1Story,6,5,11.786762131,0,
0908127070,8240,1Story,6,6,1960,Gd,Y,1179,2,0,622,6,2007,110000,1179,1,0,1,0,47,3,Attached,Cinder Block,Y,Regular,1Story,6,6,11.608235645,0,
0908152060,6285,SLvl,6,6,1976,TA,Y,1044,3,1,528,4,2007,133500,960,2,0,2,228,31,2,Detached,Cinder Block,N,Regular,SLvl,6,6,11.801856757,0,
0909250160,10594,1.5Unf,5,5,1926,Fa,N,789,2,0,200,6,2007,96500,768,1,0,1,0,81,3,Detached,Brick/Tile/Stone,N,Regular,1Story,5,5,11.477298287,0,
0909252170,6720,2Story,6,7,1921,TA,N,1436,3,1,228,4,2007,141500,585,1,0,1,184,86,2,Detached,Brick/Tile/Stone,N,Regular,2Story,6,6,11.860054996,0,
0909254140,4280,1Story,5,6,1913,TA,N,694,2,1,352,3,2007,90350,440,1,0,1,0,94,2,Detached,Concrete/Slab,N,Regular,1Story,5,6,11.411446296,0,
0909256120,6305,1Story,5,7,1938,Ex,Y,954,2,1,240,6,2007,119750,920,1,0,1,0,69,3,Attached,Concrete/Slab,N,Regular,1Story,5,6,11.693161515,0,
0909275160,13108,1Story,5,5,1951,Fa,Y,1226,2,1,400,6,2007,153500,0,1,1,1.1,426,56,3,Attached,Cinder Block,N,Irregular,1Story,5,5,11.941455846,0,
0910201110,6060,1.5Fin,4,5,1939,Gd,Y,1123,3,0,264,6,2007,100000,732,1,0,1,0,68,3,Detached,Concrete/Slab,N,Regular,1.5Fin,4,5,11.512925465,0,
0911128020,6060,1Story,5,9,1930,Ex,Y,1001,2,0,216,11,2007,124900,837,1,0,1,240,77,4,Detached,Brick/Tile/Stone,N,Regular,1Story,5,6,11.735268696,0,
0914452190,9187,1Story,6,5,1983,TA,Y,1080,3,0,484,6,2007,134000,1084,1,1,1.1,120,24,3,Attached,Concrete/Slab,N,Regular,1Story,6,5,11.805595079,0,
0916455050,6718,1Story,8,5,2001,Ex,Y,1312,2,0,471,1,2007,180500,1267,2,0,2,284,6,1,Attached,Concrete/Slab,Y,Irregular,1Story,6,5,12.103486057,1,
0916455110,9590,SLvl,7,5,2003,Ex,Y,1146,3,1,438,5,2007,187500,868,3,0,3,182,4,2,Attached,Concrete/Slab,Y,Irregular,SLvl,6,5,12.141534124,1,
0923203010,6710,SFoyer,6,5,1996,Ex,Y,936,0,0,460,6,2007,140000,920,2,1,2.1,40,11,3,Attached,Concrete/Slab,Y,Irregular,SFoyer,6,5,11.849397702,0,
0923225050,4224,1Story,5,5,1976,TA,Y,1142,3,1,528,8,2007,134000,1142,2,1,2.1,626,31,3,Attached,Concrete/Slab,N,Regular,1Story,5,5,11.805595079,0,
0923228220,1495,2Story,4,6,1970,Ex,Y,1092,3,0,0,5,2007,93900,546,1,1,1.1,64,37,2,NA,Cinder Block,Y,Regular,2Story,4,6,11.449985665,0,
0923228250,2001,2Story,4,5,1970,Fa,Y,1092,3,0,286,1,2007,75000,546,1,1,1.1,0,37,1,Attached,Cinder Block,Y,Regular,2Story,4,5,11.225243393,0,
0923229040,9129,SFoyer,5,5,1977,TA,Y,1008,1,1,678,7,2007,153500,923,2,0,2,267,30,3,Attached,Concrete/Slab,Y,Regular,SFoyer,5,5,11.941455846,0,
0923252080,7599,1Story,4,6,1982,TA,Y,845,2,0,360,6,2007,129500,845,2,0,2,0,25,3,Detached,Cinder Block,N,Regular,1Story,4,6,11.77143616,0,
0923425030,10447,1Story,5,6,1984,TA,Y,887,3,0,288,12,2007,124500,864,1,1,1.1,140,23,1,Attached,Cinder Block,N,Regular,1Story,5,6,11.732060995,0,
0526302040,10533,1Story,6,6,1956,TA,Y,1024,2,2,313,8,2006,157500,1008,2,0,2,280,50,3,Attached,Cinder Block,Y,Irregular,1Story,6,6,11.967180737,0,
0527328010,10464,SFoyer,6,6,1980,TA,Y,1102,2,1,582,6,2006,169000,988,2,0,2,162,26,3,Attached,Cinder Block,Y,Irregular,SFoyer,6,6,12.037653994,0,
0527376090,10140,1Story,5,6,1975,Ex,Y,1074,3,0,495,7,2006,153500,1056,2,1,2.1,88,31,3,Attached,Cinder Block,N,Regular,1Story,5,6,11.941455846,0,
0527427210,8773,1Story,6,5,2002,Ex,Y,1419,2,0,543,9,2006,190000,1487,3,0,3,264,4,4,Attached,Concrete/Slab,N,Irregular,1Story,6,5,12.154779351,1,
0527450010,2760,2Story,6,5,1973,TA,Y,1092,3,0,440,12,2006,105500,525,1,1,1.1,0,33,1,Detached,Cinder Block,Y,Regular,2Story,6,5,11.566466232,0,
0527451380,1680,2Story,6,7,1972,Gd,Y,1218,3,0,264,5,2006,118000,672,1,2,1.2,28,34,2,Detached,Cinder Block,Y,Regular,2Story,6,6,11.678439903,0,
0527451450,1680,2Story,6,5,1972,TA,Y,948,2,0,264,7,2006,89000,483,1,1,1.1,0,34,3,Detached,Cinder Block,Y,Regular,2Story,6,5,11.396391649,0,
0532376250,8638,1Story,5,6,1963,Gd,Y,925,2,0,484,10,2006,133500,925,2,0,2,277,43,4,Detached,Concrete/Slab,N,Irregular,1Story,5,6,11.801856757,0,
0532378130,8020,1Story,5,6,1964,TA,N,912,3,0,0,4,2006,124000,912,1,0,1,0,42,2,NA,Cinder Block,N,Irregular,1Story,5,6,11.728036845,0,
0532378160,6993,1Story,5,7,1961,TA,Y,1236,3,1,288,6,2006,135000,912,1,0,1,0,45,3,Attached,Cinder Block,N,Regular,1Story,5,6,11.813030057,0,
0532378220,8789,1Story,5,6,1967,TA,Y,941,3,1,288,6,2006,129200,912,1,0,1,64,39,3,Attached,Cinder Block,N,Irregular,1Story,5,6,11.76911687,0,
0533206040,3628,1Story,7,5,2004,Ex,Y,1143,1,1,588,5,2006,176400,1143,1,1,1.1,191,2,2,Attached,Concrete/Slab,N,Regular,1Story,6,5,12.080509423,1,
0533212110,2544,2Story,7,5,2005,Ex,Y,1223,2,0,480,7,2006,147400,600,2,1,2.1,166,1,3,Detached,Concrete/Slab,N,Regular,2Story,6,5,11.900905259,0,
0533253160,3876,1Story,8,5,1978,TA,Y,1226,1,1,484,7,2006,170000,1226,2,0,2,193,28,3,Attached,Cinder Block,N,Irregular,1Story,6,5,12.043553716,0,
0534125210,13110,1Story,5,6,1972,Ex,Y,1193,2,0,501,7,2006,146500,1153,3,0,3,293,34,3,Attached,Cinder Block,Y,Irregular,1Story,5,6,11.894780707,0,
0534176250,9600,1Story,7,5,1969,TA,Y,1164,3,0,528,7,2006,140000,1164,1,1,1.1,0,37,3,Attached,Cinder Block,Y,Regular,1Story,6,5,11.849397702,0,
0534202020,9759,1Story,5,5,1966,TA,Y,1051,3,0,264,3,2006,124400,1051,2,0,2,270,40,2,Attached,Cinder Block,N,Irregular,1Story,5,5,11.731257459,0,
0534430110,11425,1Story,5,6,1954,Gd,Y,1008,2,1,275,7,2006,137000,1008,1,0,1,0,52,3,Attached,Cinder Block,N,Irregular,1Story,5,6,11.827736205,0,
0535151080,9723,1Story,6,7,1963,TA,Y,1008,2,0,430,10,2006,135000,1008,1,0,1,0,43,4,Attached,Cinder Block,Y,Irregular,1Story,6,6,11.813030057,0,
0535354130,7500,1.5Fin,6,6,1947,Ex,Y,1312,3,0,649,10,2006,127000,784,1,1,1.1,28,59,4,Detached,Cinder Block,N,Regular,1.5Fin,6,6,11.751942365,0,
0535402070,13400,SLvl,5,5,1966,TA,Y,1086,3,1,484,6,2006,159950,1024,2,0,2,0,40,3,Attached,Cinder Block,Y,Regular,SLvl,5,5,11.982616545,0,
0535404080,7100,1Story,5,7,1957,TA,Y,816,2,0,308,7,2006,129900,816,2,0,2,0,49,3,Detached,Cinder Block,N,Irregular,1Story,5,6,11.774520203,0,
0535451210,7200,1Story,4,5,1950,TA,Y,1040,2,0,420,7,2006,109900,0,1,0,1,29,56,3,Detached,Concrete/Slab,N,Regular,1Story,4,5,11.60732614,0,
0535454060,8544,1Story,3,4,1950,Gd,N,1040,2,0,400,7,2006,93500,0,2,0,2,0,56,3,Detached,Cinder Block,N,Regular,1Story,4,4,11.445716715,0,
0535457070,7000,1Story,5,4,1961,TA,Y,1150,3,0,288,7,2006,146000,1150,1,0,1,162,45,3,Attached,Cinder Block,N,Regular,1Story,5,4,11.891361901,0,
0535477060,7590,2Story,6,5,1966,TA,Y,1348,3,1,453,7,2006,155000,660,1,1,1.1,296,40,3,Attached,Cinder Block,Y,Regular,2Story,6,5,11.951180396,0,
0535478090,7000,1Story,5,6,1962,Gd,Y,864,3,0,336,2,2006,105000,864,1,1,1.1,0,44,1,Attached,Cinder Block,N,Regular,1Story,5,6,11.561715629,0,
0902106090,6451,2Story,7,7,1900,Gd,Y,1428,4,0,576,5,2006,139900,712,2,0,2,264,106,2,Detached,Brick/Tile/Stone,N,Regular,2Story,6,6,11.848683161,0,
0902109010,5684,1Story,6,8,1930,Ex,Y,813,2,0,270,6,2006,110000,813,1,0,1,113,76,3,Detached,Brick/Tile/Stone,N,Regular,1Story,6,6,11.608235645,0,
0902128020,7200,1Story,4,5,1950,Ex,Y,864,2,0,528,8,2006,105000,576,1,0,1,115,56,3,Detached,Cinder Block,N,Regular,1Story,4,5,11.561715629,0,
0902204060,6000,1Story,5,7,1955,TA,Y,960,3,0,576,6,2006,135500,960,2,0,2,0,51,3,Detached,Cinder Block,N,Regular,1Story,5,6,11.816726919,0,
0902207080,5820,1Story,3,8,1955,Ex,Y,1163,3,0,220,7,2006,126175,1162,2,0,2,240,51,3,Attached,Cinder Block,N,Regular,1Story,4,6,11.745425111,0,
0902207110,5747,1Story,3,4,1920,Gd,Y,840,2,0,250,6,2006,64000,798,1,0,1,112,86,3,Detached,Concrete/Slab,N,Regular,1Story,4,4,11.066638362,0,
0902329070,3600,2Story,6,7,1910,Ex,N,1368,3,0,216,10,2006,114504,684,1,0,1,158,96,4,Detached,Cinder Block,N,Regular,2Story,6,6,11.648365036,0,
0903231070,6240,1.5Fin,6,6,1934,TA,Y,1176,3,1,528,9,2006,114500,816,1,0,1,112,72,4,Detached,Concrete/Slab,N,Regular,1.5Fin,6,6,11.648330102,0,
0903233220,6120,1.5Fin,5,7,1930,Gd,Y,1324,3,0,180,2,2006,110000,741,1,0,1,0,76,1,Detached,Brick/Tile/Stone,N,Regular,1.5Fin,5,6,11.608235645,0,
0903452090,7518,2Story,5,8,1910,Gd,Y,1330,3,0,390,7,2006,116500,396,1,0,1,72,96,3,Detached,Brick/Tile/Stone,N,Regular,2Story,5,6,11.665646552,0,
0903455090,7200,1.5Fin,5,6,1938,Ex,Y,1360,2,0,297,7,2006,125500,803,1,1,1.1,65,68,3,Detached,Cinder Block,N,Regular,1.5Fin,5,6,11.740061038,0,
0903456060,9786,1Story,3,4,1922,Fa,N,1077,3,1,210,5,2006,91000,1007,1,0,1,100,84,2,Detached,Brick/Tile/Stone,N,Regular,1Story,4,4,11.418614785,0,
0904301410,8250,1Story,5,7,1935,TA,N,1032,2,1,260,6,2006,125000,0,1,0,1,0,71,3,Detached,Concrete/Slab,N,Regular,1Story,5,6,11.736069016,0,
0905101450,8414,1Story,6,8,1963,TA,Y,1068,3,0,264,2,2006,154500,1059,1,1,1.1,192,43,1,Attached,Cinder Block,N,Regular,1Story,6,6,11.947949375,0,
0905106210,11553,1Story,5,5,1968,TA,Y,1159,3,1,336,7,2006,158000,1051,1,1,1.1,466,38,3,Attached,Cinder Block,Y,Irregular,1Story,5,5,11.970350312,0,
0905200490,10246,SLvl,4,9,1965,Ex,Y,960,0,0,364,5,2006,145000,648,1,1,1.1,88,41,2,Attached,Cinder Block,N,Irregular,SLvl,4,6,11.884489021,0,
0907131070,8685,1Story,7,5,1998,Ex,Y,1425,3,0,591,5,2006,193000,1425,3,0,3,130,8,2,Attached,Concrete/Slab,N,Irregular,1Story,6,5,12.170445468,1,
0907175060,9236,1Story,6,5,1997,Ex,Y,1494,3,0,576,7,2006,217000,1479,3,0,3,195,9,3,Attached,Concrete/Slab,N,Irregular,1Story,6,5,12.287652633,1,
